"","AP4_10_01","AP4_10_02","AP4_10_03","AP4_10_04","AP4_10_05","AP4_10_06","AP4_10_09","AP4_10_10","AP4_10_11","AP4_10_12","AP4_10_14","AP4_10_15","AP4_11_01","AP4_11_02","AP4_11_03","AP4_11_04","AP4_11_05","AP4_11_06","AP4_11_07","AP4_11_08","AP4_11_09","AP4_11_10"
"15150",2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15152",1,1,2,1,2,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2
"15154",1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2
"15158",2,2,2,2,2,1,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2
"15162",2,1,2,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
"15163",2,1,2,2,2,1,1,1,2,1,1,1,1,1,1,2,1,1,2,1,1,2
"15164",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15166",1,1,2,2,2,2,2,1,2,1,1,2,1,1,1,2,1,1,2,2,2,2
"15168",2,1,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
"15172",2,1,2,2,2,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2
"15177",1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
"15186",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15190",1,1,1,2,2,2,1,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2
"15194",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15197",2,1,2,2,2,1,1,1,2,2,2,1,1,1,1,2,1,1,2,2,2,2
"15198",2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2
"15202",2,1,1,2,2,2,2,1,2,1,1,1,2,1,2,2,2,1,2,2,2,2
"15210",1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2
"15211",2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15212",2,1,1,2,2,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2
"15213",2,1,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2
"15214",2,2,1,2,2,1,2,1,2,1,2,2,1,1,2,2,1,1,2,2,2,2
"15216",1,1,1,2,2,1,1,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2
"15217",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,2
"15223",1,1,1,1,1,1,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2
"15224",1,1,2,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2
"15226",1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15227",1,1,2,2,2,1,2,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2
"15235",2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2
"15237",2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
"15238",2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15239",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15241",2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,2,2
"15243",1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2
"15245",2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15247",1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,1,2,2,2,2
"15251",2,1,2,2,2,1,1,1,2,2,2,1,1,1,1,2,2,1,2,1,2,1
"15252",2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15255",2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15258",1,2,2,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2
"15259",2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15260",2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
"15262",1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
"15263",1,1,1,1,2,1,1,1,1,2,2,1,1,1,2,2,1,1,2,2,2,2
"15266",2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15269",1,1,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15271",1,1,2,2,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2
"15282",2,1,2,2,2,1,2,1,2,1,2,1,1,1,2,2,1,1,2,2,2,2
"15283",2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
"15286",1,1,2,1,1,1,2,1,2,2,2,2,1,1,2,2,1,2,2,1,2,2
"15291",2,2,2,1,1,1,2,1,2,2,2,2,1,1,2,2,1,2,2,1,2,2
"15293",2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2
"15295",1,2,1,2,2,1,2,1,2,2,2,2,2,1,2,1,2,1,2,2,2,2
"15304",1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
"15306",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15308",2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15309",2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
"15323",1,1,2,1,2,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2
"15325",1,1,2,1,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2
"15328",1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15330",1,1,2,1,2,1,1,1,1,2,1,1,2,1,1,2,2,2,2,1,2,2
"15333",1,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
"15335",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15352",2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2
"15359",2,1,2,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2
"15360",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15364",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2
"15365",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15367",1,2,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2
"15370",2,2,2,2,2,1,2,1,2,1,1,2,2,2,2,2,1,1,2,2,2,2
"15387",1,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,1,1,1,2,2,2
"15388",2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2
"15394",2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
"15396",1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2
"15399",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2
"15402",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15403",1,1,1,2,2,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2
"15404",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15405",1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
"15406",2,1,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2
"15407",1,1,1,1,2,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2
"15408",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15410",1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15412",1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,1,2,1,2,2,2,2
"15419",2,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
"15420",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15423",1,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
"15425",1,1,1,1,2,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2
"15426",1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15427",2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15428",1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
"15429",2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
"15436",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15437",1,1,1,1,2,2,2,1,2,2,1,2,1,1,1,2,2,1,2,2,2,2
"15443",1,1,1,1,2,2,1,1,2,2,1,2,1,1,1,1,2,1,2,2,2,2
"15453",2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2
"15455",1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2
"15459",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2
"15463",2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15464",2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,2,2
"15467",1,1,2,2,2,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2
"15468",2,1,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2
"15470",1,1,2,1,2,1,2,1,2,2,2,1,1,1,1,1,2,1,1,2,2,2
"15471",2,2,2,2,2,2,1,1,2,1,2,2,1,1,1,2,1,1,2,1,2,2
"15480",2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,2,2,2
"15481",2,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
"15492",2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15493",2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
"15495",2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
"15496",1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15497",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15499",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15500",1,1,2,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2
"15503",1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2
"15506",1,1,1,1,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2
"15507",1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
"15508",1,1,1,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
"15510",2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15515",1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15526",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15527",2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15530",1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15536",1,1,1,2,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2
"15537",1,1,2,2,2,1,1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2
"15544",2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2
"15546",1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2
"15548",1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2
"15551",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2
"15569",1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,2,2,1,2,2
"15570",2,1,2,2,2,2,2,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2
"15571",1,1,2,2,2,1,2,1,2,1,1,2,1,1,1,2,1,2,2,1,2,2
"15573",1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,2,2,2
"15577",1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
"15578",1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15594",1,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2
"15595",1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15596",1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
"15600",1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15601",2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15603",1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15604",1,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
"15608",2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15610",1,2,1,1,2,2,2,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2
"15612",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15618",1,1,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
"15628",2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15634",1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15637",1,1,2,1,1,2,1,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2
"15640",1,1,1,2,2,1,1,1,1,1,2,2,2,1,1,2,2,1,2,1,2,2
"15655",2,1,2,2,2,2,2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2
"15661",1,2,1,2,2,1,1,1,1,2,2,2,1,1,2,1,1,1,2,1,2,2
"15665",1,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2
"15666",1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,2,2,2,2,1,2,2
"15670",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15672",1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2,1,2,2,2,2
"15683",1,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2
"15689",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15690",1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15691",2,1,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
"15713",1,1,1,2,2,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2
"15717",2,1,1,2,2,1,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2
"15725",2,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15728",1,1,1,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2
"15735",1,1,2,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
"15741",2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2
"15742",2,2,1,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2
"15743",2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15745",1,1,2,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"15746",2,1,2,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2
"15748",1,1,1,2,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2
"15788",2,1,1,2,2,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1,2,2
"15790",1,1,1,2,2,2,2,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2
"15791",1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,2,2,1,2,1,2,2
"15801",2,1,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2
"15804",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15806",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15808",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15810",1,1,1,1,1,1,2,1,2,2,2,2,1,1,1,2,2,1,2,2,2,2
"15812",1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15817",2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
"15855",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15869",1,1,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
"15879",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15886",1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15887",1,1,1,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2
"15888",1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15891",1,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2
"15895",2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15896",1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
"15897",1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15898",1,1,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,2,2,2,2,2
"15904",1,1,2,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2
"15913",2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2
"15914",2,1,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2
"15915",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
"15917",2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
"15926",1,1,1,2,2,1,2,1,1,1,2,1,1,1,1,2,2,2,2,1,2,2
"15928",1,1,2,1,1,1,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2
"15932",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15942",2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15948",1,1,2,2,2,1,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2
"15952",1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
"15960",2,1,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
"15968",1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"15972",1,1,1,1,2,1,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2
"15975",1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,2,2,2,2,2
"15979",2,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
"15983",2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
"15992",2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2
"16010",2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"16014",2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"16015",2,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
"16016",1,1,1,1,2,1,2,1,2,1,1,2,2,1,2,2,2,2,2,1,2,2
"16018",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"16019",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"16031",2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"16042",1,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2
"16064",1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"16066",1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2
"16074",2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
"16077",2,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
"16078",1,2,2,2,2,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,2,2
"16087",1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,2,1,1,2,1,2,2
"16095",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2
"16100",1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2
"16111",2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"16177",1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"16179",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,1,2,2,2,2
"16180",2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"16184",1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2
"16186",1,1,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
"16187",1,1,1,1,2,1,2,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2
"16192",2,1,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
"16197",1,1,2,2,1,1,1,1,2,1,2,2,2,1,2,1,2,1,2,2,2,2
"16212",1,1,2,2,2,1,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2
"16214",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2
"16224",2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2
"16279",1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"16283",1,1,1,1,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2
"16284",2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2
"16310",2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2
"16322",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"16325",2,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2
"16326",2,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
"16351",2,1,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
"16361",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"16367",1,1,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
"16375",1,1,2,1,2,2,1,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2
"16378",1,1,2,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
"16381",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"16386",2,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
"16397",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"16411",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"16412",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"16427",1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
"16431",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"16434",2,2,1,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2
"16450",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"16455",1,1,1,1,2,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2
"16456",1,1,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2
"16457",2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2
"16462",2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,2,2,2,2
"16464",2,1,1,2,2,1,1,1,2,2,2,1,1,1,1,2,1,1,2,2,1,2
"16465",1,1,2,2,2,2,1,1,2,1,2,1,1,1,1,2,2,2,2,2,2,2
"16468",2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2
"16522",2,2,2,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2
"16523",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"16524",1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"16526",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"16531",1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1,2,1,2,2
"16535",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"16538",1,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
"16554",2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"16561",2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"16563",2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"16565",2,1,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2
"16570",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"16572",1,1,2,2,2,1,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2
"16583",1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2
"16591",1,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
"16592",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"16594",1,2,2,2,2,2,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2
"16597",1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
"16598",2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"16599",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2
"16601",1,1,2,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2
"16602",1,1,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2
