"","AP4_10_01","AP4_10_02","AP4_10_03","AP4_10_04","AP4_10_05","AP4_10_06","AP4_10_09","AP4_10_10","AP4_10_11","AP4_10_12","AP4_10_14","AP4_10_15","AP4_11_01","AP4_11_02","AP4_11_03","AP4_11_04","AP4_11_05","AP4_11_06","AP4_11_07","AP4_11_08","AP4_11_09","AP4_11_10"
"72991",1,1,1,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2
"73002",1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2
"73003",1,1,1,1,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2
"73004",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
"73006",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"73011",1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2
"73012",1,1,1,1,2,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2
"73017",1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2
"73023",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"73026",1,1,1,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2
"73031",1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
"73032",1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
"73033",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2
"73034",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"73036",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2
"73037",1,1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2
"73038",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2
"73039",1,1,1,2,1,1,2,2,1,1,2,1,1,1,1,2,2,2,2,2,2,2
"73042",1,1,2,1,2,1,2,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2
"73045",1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"73046",1,1,2,1,2,1,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2
"73048",1,1,1,1,2,1,1,1,1,1,2,2,1,1,2,2,2,2,2,1,2,2
"73049",1,1,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,1,2,2,2,2
"73051",1,1,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2
"73052",1,1,1,1,2,1,1,2,1,1,1,2,1,1,2,2,2,2,2,1,2,2
"73070",1,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2
"73080",1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"73081",1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
"73084",1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2
"73085",1,1,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
"73086",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"73087",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"73089",1,1,2,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2
"73097",1,1,2,2,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2
"73098",2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2
"73113",1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2
"73118",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2
"73122",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"73129",1,1,1,2,1,2,1,1,1,2,1,2,1,1,2,2,2,2,2,1,2,2
"73130",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2
"73132",1,1,1,1,2,1,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2
"73133",1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,2,2,2
"73136",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"73137",1,1,1,1,2,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2
"73143",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"73146",1,1,2,2,2,2,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2
"73153",1,2,1,2,2,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2
"73160",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"73161",1,1,2,1,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2
"73162",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"73165",1,1,1,2,1,1,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2
"73167",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2
"73168",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1
"73169",1,1,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,2,2,1,2,2
"73171",1,1,2,1,1,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2
"73172",1,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,2,2,2,1,2,2
"73176",2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
"73177",1,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
"73178",1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
"73179",1,1,1,2,1,1,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2
"73182",2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2
"73184",1,1,1,2,2,1,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2
"73186",1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2
"73196",1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"73202",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2
"73204",1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2
"73206",2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"73210",1,1,2,1,1,1,2,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2
"73211",1,1,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
"73213",2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2,2,2
"73215",1,1,1,2,2,2,2,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2
"73217",1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,1
"73225",1,1,1,1,1,2,2,1,1,2,2,1,1,1,2,2,2,2,1,2,2,2
"73229",1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2
"73230",1,1,2,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
"73236",1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2
"73246",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"73255",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2
"73258",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"73261",1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"73264",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,2
"73268",1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"73277",1,1,1,1,1,1,1,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2
"73286",1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,1,2,2
"73288",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"73295",2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"73314",1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"73315",1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2
"73327",1,1,2,2,2,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2
"73328",1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2
"73333",1,1,2,2,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2
"73334",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"73356",1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"73359",1,2,1,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
"73360",1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
"73361",1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2
"73363",1,1,1,1,2,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2
"73365",1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"73368",1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2
"73371",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"73376",1,1,1,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
"73378",1,1,1,1,2,1,2,1,1,1,1,1,1,2,1,1,2,2,2,2,2,2
"73380",2,1,1,2,2,1,1,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2
"73381",2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"73405",1,1,2,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2
"73406",1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2
"73419",1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
"73420",1,1,2,1,2,1,2,1,2,1,2,1,1,1,1,2,2,2,2,2,2,2
"73424",1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"73426",1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"73428",2,2,1,2,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"73429",2,1,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
"73431",1,1,2,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2
"73435",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"73440",2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"73443",1,1,2,1,2,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2
"73444",2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
"73449",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"73451",2,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2
"73454",1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"73460",2,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"73464",1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2
"73467",1,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2
"73474",2,1,2,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2
"73475",1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"73476",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2
"73481",1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
"73484",1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2
"73488",2,1,2,1,2,1,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2
"73489",1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
"73522",1,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"73528",1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2
"73530",1,1,1,2,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2
"73533",1,1,1,1,2,2,1,1,1,1,2,1,2,1,2,2,2,2,2,1,2,2
"73534",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"73535",1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
"73537",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2
"73544",1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2
"73545",1,1,2,1,1,2,1,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2
"73550",1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2
"73552",1,1,2,2,2,1,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2
"73567",2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
"73568",1,1,1,1,2,1,1,1,2,1,2,1,1,1,2,2,2,2,2,1,2,2
"73570",1,1,2,1,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2
"73572",2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"73574",1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2
"73577",1,1,2,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2
"73579",1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2
"73583",1,1,1,1,2,1,2,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2
"73585",1,1,2,1,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2
"73603",1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"73607",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
"73608",2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"73609",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2
"73616",1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
"73617",1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"73621",1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2
"73626",1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2
"73639",1,1,1,1,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2
"73641",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2
"73643",1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2
"73647",1,1,1,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2
"73652",1,1,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2
"73660",1,1,1,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2
"73663",2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"73682",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2
"73684",1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2
"73686",1,1,2,1,2,1,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2
"73690",2,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2
"73697",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,2,2
"73698",1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2
"73701",1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2
"73709",1,1,1,1,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2
"73750",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
"73752",1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2
"73754",1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
"73755",1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,2,2,2,2,2,2
"73763",1,1,1,1,2,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2
"73771",1,1,1,2,2,1,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2
"73775",2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2
"73777",1,1,1,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
"73778",1,1,1,1,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2
"73781",1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2
"73783",1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2
"73785",1,1,1,1,1,1,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2
"73790",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2
"73796",1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2
"73797",1,1,1,1,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2
"73798",2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2
"73799",1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2
"73801",1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"73802",1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"73804",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"73805",1,1,1,1,2,2,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2
"73813",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"73815",1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"73816",1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"73824",1,1,1,1,2,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2
"73829",1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2
"73832",2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
"73837",1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,2,2,2,1,1,2,2
"73838",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
"73841",1,1,1,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"73843",1,1,2,1,2,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2
"73847",1,1,2,1,1,1,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2
"73850",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"73855",2,2,1,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2
"73859",2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
"73863",1,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2
"73873",1,1,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2
"73887",1,1,1,1,2,1,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2
"73889",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"73901",1,1,1,1,2,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2
"73902",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"73910",1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,2,2,1,2,2,2,2
"73911",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2
"73912",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2
"73921",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2
"73924",1,1,1,1,2,1,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2
"73928",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"73929",1,1,1,2,2,2,2,1,1,1,2,1,1,1,1,2,2,1,2,2,2,2
"73930",1,1,2,1,2,1,1,1,1,1,2,1,1,1,1,2,2,2,2,1,2,2
"73937",1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2
"73944",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"73945",1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"73951",1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,2,2,2,2,2,2,2
"73960",1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2
"73963",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"73978",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2
"73983",1,2,2,2,2,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2
"73985",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"73987",1,1,2,1,2,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2
"73989",1,1,1,1,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
"73993",1,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
"73999",1,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2
"74000",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"74024",1,1,1,1,1,1,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2
"74026",1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"74027",1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"74029",1,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
"74031",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"74041",1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"74042",1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
"74054",1,1,1,1,2,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2
"74067",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"74073",1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"74075",2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"74078",1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"74081",1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"74091",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"74115",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,2,2
"74135",1,1,1,1,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2
"74140",1,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2
"74243",1,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"74248",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"74249",1,1,1,2,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"74253",2,2,2,1,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2
"74268",1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"74324",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"74332",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"74333",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"74334",1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"74335",2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"74337",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"74338",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"74339",1,1,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2
"74340",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"74341",1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2
"74395",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"74399",1,1,2,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"74400",2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2
"74402",1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"74403",1,1,1,1,1,2,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2
"74407",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"74408",1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2
"74409",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"74410",1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"74415",1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"74422",1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2
"74427",1,1,1,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2
"74434",2,1,2,2,2,1,1,1,1,1,2,1,1,1,1,2,2,2,2,2,2,2
"74435",2,2,1,1,2,1,1,2,1,2,2,2,1,1,1,2,1,2,2,2,2,2
"74452",2,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2
"74458",2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
"74459",1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2
"74461",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
"74463",2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
